SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,B_paper
50,2,4,27,25,Minnesota,Chisago County,53887,0
50,2,4,27,27,Minnesota,Clay County,58999,0
50,2,4,27,29,Minnesota,Clearwater County,8695,0
50,2,4,27,31,Minnesota,Cook County,5176,0
50,2,4,27,33,Minnesota,Cottonwood County,11687,0
50,2,4,27,35,Minnesota,Crow Wing County,62500,0
50,2,4,27,37,Minnesota,Dakota County,398552,0
50,2,4,27,39,Minnesota,Dodge County,20087,0
50,2,4,27,41,Minnesota,Douglas County,36009,0
50,2,4,27,43,Minnesota,Faribault County,14553,0
50,2,4,27,45,Minnesota,Fillmore County,20866,0
50,2,4,27,47,Minnesota,Freeborn County,31255,0
50,2,4,27,49,Minnesota,Goodhue County,46183,0
50,2,4,27,51,Minnesota,Grant County,6018,0
50,2,4,27,53,Minnesota,Hennepin County,1152425,0
50,2,4,27,55,Minnesota,Houston County,19027,0
50,2,4,27,57,Minnesota,Hubbard County,20428,0
50,2,4,27,59,Minnesota,Isanti County,37816,0
50,2,4,27,61,Minnesota,Itasca County,45058,0
50,2,4,27,63,Minnesota,Jackson County,10266,0
50,2,4,27,65,Minnesota,Kanabec County,16239,0
50,2,4,27,67,Minnesota,Kandiyohi County,42239,0
50,2,4,27,69,Minnesota,Kittson County,4552,0
50,2,4,27,71,Minnesota,Koochiching County,13311,0
50,2,4,27,73,Minnesota,Lac qui Parle County,7259,0
50,2,4,27,75,Minnesota,Lake County,10866,0
50,2,4,27,77,Minnesota,Lake of the Woods County,4045,0
50,2,4,27,79,Minnesota,Le Sueur County,27703,0
50,2,4,27,81,Minnesota,Lincoln County,5896,0
50,2,4,27,83,Minnesota,Lyon County,25857,0
50,2,4,27,85,Minnesota,McLeod County,36651,0
50,2,4,27,87,Minnesota,Mahnomen County,5413,0
50,2,4,27,89,Minnesota,Marshall County,9439,0
50,2,4,27,91,Minnesota,Martin County,20840,0
50,2,4,27,93,Minnesota,Meeker County,23300,0
50,2,4,27,95,Minnesota,Mille Lacs County,26097,0
50,2,4,27,97,Minnesota,Morrison County,33198,0
50,2,4,27,99,Minnesota,Mower County,39163,0
50,2,4,27,101,Minnesota,Murray County,8725,0
50,2,4,27,103,Minnesota,Nicollet County,32727,0
50,2,4,27,105,Minnesota,Nobles County,21378,0
50,2,4,27,107,Minnesota,Norman County,6852,0
50,2,4,27,109,Minnesota,Olmsted County,144248,0
50,2,4,27,111,Minnesota,Otter Tail County,57303,0
50,2,4,27,113,Minnesota,Pennington County,13930,0
50,2,4,27,115,Minnesota,Pine County,29750,0
50,2,4,27,117,Minnesota,Pipestone County,9596,0
50,2,4,27,119,Minnesota,Polk County,31600,0
50,2,4,27,121,Minnesota,Pope County,10995,0
50,2,4,27,123,Minnesota,Ramsey County,508640,0
50,2,4,27,125,Minnesota,Red Lake County,4089,0
50,2,4,27,127,Minnesota,Redwood County,16059,0
50,2,4,27,129,Minnesota,Renville County,15730,0
50,2,4,27,131,Minnesota,Rice County,64142,0
50,2,4,27,133,Minnesota,Rock County,9687,0
50,2,4,27,135,Minnesota,Roseau County,15629,0
50,2,4,27,137,Minnesota,St. Louis County,200226,0
50,2,4,27,139,Minnesota,Scott County,129928,0
50,2,4,27,141,Minnesota,Sherburne County,88499,0
50,2,4,27,143,Minnesota,Sibley County,15226,0
50,2,4,27,145,Minnesota,Stearns County,150642,0
50,2,4,27,147,Minnesota,Steele County,36576,0
50,2,4,27,149,Minnesota,Stevens County,9726,0
50,2,4,27,151,Minnesota,Swift County,9783,0
50,2,4,27,153,Minnesota,Todd County,24895,0
50,2,4,27,155,Minnesota,Traverse County,3558,0
50,2,4,27,157,Minnesota,Wabasha County,21676,0
50,2,4,27,159,Minnesota,Wadena County,13843,0
50,2,4,27,161,Minnesota,Waseca County,19136,0
50,2,4,27,163,Minnesota,Washington County,238136,0
50,2,4,27,165,Minnesota,Watonwan County,11211,0
50,2,4,27,167,Minnesota,Wilkin County,6576,0
50,2,4,27,169,Minnesota,Winona County,51461,0
50,2,4,27,171,Minnesota,Wright County,124700,0
50,2,4,27,173,Minnesota,Yellow Medicine County,10438,0
40,3,6,28,0,Mississippi,Mississippi,2967297,0
50,3,6,28,1,Mississippi,Adams County,32297,0
50,3,6,28,3,Mississippi,Alcorn County,37057,0
50,3,6,28,5,Mississippi,Amite County,13131,0
50,3,6,28,7,Mississippi,Attala County,19564,0
50,3,6,28,9,Mississippi,Benton County,8729,0
50,3,6,28,11,Mississippi,Bolivar County,34145,0
50,3,6,28,13,Mississippi,Calhoun County,14962,0
50,3,6,28,15,Mississippi,Carroll County,10597,0
50,3,6,28,17,Mississippi,Chickasaw County,17392,0
50,3,6,28,19,Mississippi,Choctaw County,8547,0
50,3,6,28,21,Mississippi,Claiborne County,9604,0
50,3,6,28,23,Mississippi,Clarke County,16732,0
50,3,6,28,25,Mississippi,Clay County,20634,0
50,3,6,28,27,Mississippi,Coahoma County,26151,0
50,3,6,28,29,Mississippi,Copiah County,29449,0
50,3,6,28,31,Mississippi,Covington County,19568,0
50,3,6,28,33,Mississippi,DeSoto County,161252,0
50,3,6,28,35,Mississippi,Forrest County,74934,0
50,3,6,28,37,Mississippi,Franklin County,8118,0
50,3,6,28,39,Mississippi,George County,22578,0
50,3,6,28,41,Mississippi,Greene County,14400,0
50,3,6,28,43,Mississippi,Grenada County,21906,0
50,3,6,28,45,Mississippi,Hancock County,43929,0
50,3,6,28,47,Mississippi,Harrison County,187105,0
50,3,6,28,49,Mississippi,Hinds County,245285,0
50,3,6,28,51,Mississippi,Holmes County,19198,0
50,3,6,28,53,Mississippi,Humphreys County,9375,0
50,3,6,28,55,Mississippi,Issaquena County,1406,0
50,3,6,28,57,Mississippi,Itawamba County,23401,0
50,3,6,28,59,Mississippi,Jackson County,139668,0
50,3,6,28,61,Mississippi,Jasper County,17062,0
50,3,6,28,63,Mississippi,Jefferson County,7726,0
50,3,6,28,65,Mississippi,Jefferson Davis County,12487,0
50,3,6,28,67,Mississippi,Jones County,67761,0
50,3,6,28,69,Mississippi,Kemper County,10456,0
50,3,6,28,71,Mississippi,Lafayette County,47351,0
50,3,6,28,73,Mississippi,Lamar County,55658,0
50,3,6,28,75,Mississippi,Lauderdale County,80261,0
50,3,6,28,77,Mississippi,Lawrence County,12929,0
50,3,6,28,79,Mississippi,Leake County,23805,0
50,3,6,28,81,Mississippi,Lee County,82910,0
50,3,6,28,83,Mississippi,Leflore County,32317,0
50,3,6,28,85,Mississippi,Lincoln County,34869,0
50,3,6,28,87,Mississippi,Lowndes County,59779,0
50,3,6,28,89,Mississippi,Madison County,95203,0
50,3,6,28,91,Mississippi,Marion County,27088,0
50,3,6,28,93,Mississippi,Marshall County,37144,0
50,3,6,28,95,Mississippi,Monroe County,36989,0
50,3,6,28,97,Mississippi,Montgomery County,10925,0
50,3,6,28,99,Mississippi,Neshoba County,29676,0
50,3,6,28,101,Mississippi,Newton County,21720,0
50,3,6,28,103,Mississippi,Noxubee County,11545,0
50,3,6,28,105,Mississippi,Oktibbeha County,47671,0
50,3,6,28,107,Mississippi,Panola County,34707,0
50,3,6,28,109,Mississippi,Pearl River County,55834,0
50,3,6,28,111,Mississippi,Perry County,12250,0
50,3,6,28,113,Mississippi,Pike County,40404,0
50,3,6,28,115,Mississippi,Pontotoc County,29957,0
50,3,6,28,117,Mississippi,Prentiss County,25276,0
50,3,6,28,119,Mississippi,Quitman County,8223,0
50,3,6,28,121,Mississippi,Rankin County,141617,0
50,3,6,28,123,Mississippi,Scott County,28264,0
50,3,6,28,125,Mississippi,Sharkey County,4916,0
50,3,6,28,127,Mississippi,Simpson County,27503,0
50,3,6,28,129,Mississippi,Smith County,16491,0
50,3,6,28,131,Mississippi,Stone County,17786,0
50,3,6,28,133,Mississippi,Sunflower County,29450,0
50,3,6,28,135,Mississippi,Tallahatchie County,15378,0
50,3,6,28,137,Mississippi,Tate County,28886,0
50,3,6,28,139,Mississippi,Tippah County,22232,0
50,3,6,28,141,Mississippi,Tishomingo County,19593,0
50,3,6,28,143,Mississippi,Tunica County,10778,0
50,3,6,28,145,Mississippi,Union County,27134,0
50,3,6,28,147,Mississippi,Walthall County,15443,0
50,3,6,28,149,Mississippi,Warren County,48773,0
50,3,6,28,151,Mississippi,Washington County,51137,0
50,3,6,28,153,Mississippi,Wayne County,20747,0
50,3,6,28,155,Mississippi,Webster County,10253,0
50,3,6,28,157,Mississippi,Wilkinson County,9878,0
50,3,6,28,159,Mississippi,Winston County,19198,0
50,3,6,28,161,Mississippi,Yalobusha County,12678,0
50,3,6,28,163,Mississippi,Yazoo County,28065,0
40,2,4,29,0,Missouri,Missouri,5988927,0
50,2,4,29,1,Missouri,Adair County,25607,0
50,2,4,29,3,Missouri,Andrew County,17291,0
50,2,4,29,5,Missouri,Atchison County,5685,0
50,2,4,29,7,Missouri,Audrain County,25529,0
50,2,4,29,9,Missouri,Barry County,35597,0
50,2,4,29,11,Missouri,Barton County,12402,0
50,2,4,29,13,Missouri,Bates County,17049,0
50,2,4,29,15,Missouri,Benton County,19056,0
50,2,4,29,17,Missouri,Bollinger County,12363,0
50,2,4,29,19,Missouri,Boone County,162642,0
50,2,4,29,21,Missouri,Buchanan County,89201,0
50,2,4,29,23,Missouri,Butler County,42794,0
50,2,4,29,25,Missouri,Caldwell County,9424,0
50,2,4,29,27,Missouri,Callaway County,44332,0
50,2,4,29,29,Missouri,Camden County,44002,0
50,2,4,29,31,Missouri,Cape Girardeau County,75674,0
50,2,4,29,33,Missouri,Carroll County,9295,0
50,2,4,29,35,Missouri,Carter County,6265,0
50,2,4,29,37,Missouri,Cass County,99478,0
50,2,4,29,39,Missouri,Cedar County,13982,0
50,2,4,29,41,Missouri,Chariton County,7831,0
50,2,4,29,43,Missouri,Christian County,77422,0
50,2,4,29,45,Missouri,Clark County,7139,0
50,2,4,29,47,Missouri,Clay County,221939,0
50,2,4,29,49,Missouri,Clinton County,20743,0
50,2,4,29,51,Missouri,Cole County,75990,0
50,2,4,29,53,Missouri,Cooper County,17601,0
50,2,4,29,55,Missouri,Crawford County,24696,0
50,2,4,29,57,Missouri,Dade County,7883,0
50,2,4,29,59,Missouri,Dallas County,16777,0
50,2,4,29,61,Missouri,Daviess County,8433,0
50,2,4,29,63,Missouri,DeKalb County,12892,0
50,2,4,29,65,Missouri,Dent County,15657,0
50,2,4,29,67,Missouri,Douglas County,13684,0
50,2,4,29,69,Missouri,Dunklin County,31953,0
50,2,4,29,71,Missouri,Franklin County,101492,0
50,2,4,29,73,Missouri,Gasconade County,15222,0
50,2,4,29,75,Missouri,Gentry County,6738,0
50,2,4,29,77,Missouri,Greene County,275174,0
50,2,4,29,79,Missouri,Grundy County,10261,0
50,2,4,29,81,Missouri,Harrison County,8957,0
50,2,4,29,83,Missouri,Henry County,22272,0
50,2,4,29,85,Missouri,Hickory County,9627,0
50,2,4,29,87,Missouri,Holt County,4912,0
50,2,4,29,89,Missouri,Howard County,10144,0
50,2,4,29,91,Missouri,Howell County,40400,0
50,2,4,29,93,Missouri,Iron County,10630,0
50,2,4,29,95,Missouri,Jackson County,674158,0
50,2,4,29,97,Missouri,Jasper County,117404,0
50,2,4,29,99,Missouri,Jefferson County,218733,0
50,2,4,29,101,Missouri,Johnson County,52595,0
50,2,4,29,103,Missouri,Knox County,4131,0
50,2,4,29,105,Missouri,Laclede County,35571,0
50,2,4,29,107,Missouri,Lafayette County,33381,0
50,2,4,29,109,Missouri,Lawrence County,38634,0
50,2,4,29,111,Missouri,Lewis County,10211,0
50,2,4,29,113,Missouri,Lincoln County,52566,0
50,2,4,29,115,Missouri,Linn County,12761,0
50,2,4,29,117,Missouri,Livingston County,15195,0
50,2,4,29,119,Missouri,McDonald County,23083,0
50,2,4,29,121,Missouri,Macon County,15566,0
50,2,4,29,123,Missouri,Madison County,12226,0
50,2,4,29,125,Missouri,Maries County,9176,0
50,2,4,29,127,Missouri,Marion County,28781,0
50,2,4,29,129,Missouri,Mercer County,3785,0
50,2,4,29,131,Missouri,Miller County,24748,0
50,2,4,29,133,Missouri,Mississippi County,14358,0
50,2,4,29,135,Missouri,Moniteau County,15607,0
50,2,4,29,137,Missouri,Monroe County,8840,0
50,2,4,29,139,Missouri,Montgomery County,12236,0
50,2,4,29,141,Missouri,Morgan County,20565,0
50,2,4,29,143,Missouri,New Madrid County,18956,0
50,2,4,29,145,Missouri,Newton County,58114,0
50,2,4,29,147,Missouri,Nodaway County,23370,0
50,2,4,29,149,Missouri,Oregon County,10881,0
50,2,4,29,151,Missouri,Osage County,13878,0
50,2,4,29,153,Missouri,Ozark County,9723,0
50,2,4,29,155,Missouri,Pemiscot County,18296,0
50,2,4,29,157,Missouri,Perry County,18971,0
50,2,4,29,159,Missouri,Pettis County,42201,0
50,2,4,29,161,Missouri,Phelps County,45156,0
50,2,4,29,163,Missouri,Pike County,18516,0
50,2,4,29,165,Missouri,Platte County,89322,0
50,2,4,29,167,Missouri,Polk County,31137,0
50,2,4,29,169,Missouri,Pulaski County,52274,0
50,2,4,29,171,Missouri,Putnam County,4979,0
50,2,4,29,173,Missouri,Ralls County,10167,0
50,2,4,29,175,Missouri,Randolph County,25414,0
50,2,4,29,177,Missouri,Ray County,23494,0
50,2,4,29,179,Missouri,Reynolds County,6696,0
50,2,4,29,181,Missouri,Ripley County,14100,0
50,2,4,29,183,Missouri,St. Charles County,360485,0
50,2,4,29,185,Missouri,St. Clair County,9805,0
50,2,4,29,186,Missouri,Ste. Genevieve County,18145,0
50,2,4,29,187,Missouri,St. Francois County,65359,0
50,2,4,29,189,Missouri,St. Louis County,998954,0
50,2,4,29,195,Missouri,Saline County,23370,0
50,2,4,29,197,Missouri,Schuyler County,4431,0
50,2,4,29,199,Missouri,Scotland County,4843,0
50,2,4,29,201,Missouri,Scott County,39191,0
50,2,4,29,203,Missouri,Shannon County,8441,0
50,2,4,29,205,Missouri,Shelby County,6373,0
50,2,4,29,207,Missouri,Stoddard County,29968,0
50,2,4,29,209,Missouri,Stone County,32202,0
50,2,4,29,211,Missouri,Sullivan County,6714,0
50,2,4,29,213,Missouri,Taney County,51675,0
50,2,4,29,215,Missouri,Texas County,26008,0
50,2,4,29,217,Missouri,Vernon County,21159,0
50,2,4,29,219,Missouri,Warren County,32513,0
50,2,4,29,221,Missouri,Washington County,25195,0
50,2,4,29,223,Missouri,Wayne County,13521,0
50,2,4,29,225,Missouri,Webster County,36202,0
50,2,4,29,227,Missouri,Worth County,2171,0
50,2,4,29,229,Missouri,Wright County,18815,0
50,2,4,29,510,Missouri,St. Louis city,319294,0
40,4,8,30,0,Montana,Montana,989415,0
50,4,8,30,1,Montana,Beaverhead County,9246,0
50,4,8,30,3,Montana,Big Horn County,12865,0
50,4,8,30,5,Montana,Blaine County,6491,0
50,4,8,30,7,Montana,Broadwater County,5612,0
50,4,8,30,9,Montana,Carbon County,10078,0
50,4,8,30,11,Montana,Carter County,1160,0
50,4,8,30,13,Montana,Cascade County,81327,0
50,4,8,30,15,Montana,Chouteau County,5813,0
50,4,8,30,17,Montana,Custer County,11699,0
50,4,8,30,19,Montana,Daniels County,1751,0
50,4,8,30,21,Montana,Dawson County,8966,0
50,4,8,30,23,Montana,Deer Lodge County,9298,0
50,4,8,30,25,Montana,Fallon County,2890,0
50,4,8,30,27,Montana,Fergus County,11586,0
50,4,8,30,29,Montana,Flathead County,90928,0
50,4,8,30,31,Montana,Gallatin County,89513,0
50,4,8,30,33,Montana,Garfield County,1206,0
50,4,8,30,35,Montana,Glacier County,13399,0
50,4,8,30,37,Montana,Golden Valley County,884,0
50,4,8,30,39,Montana,Granite County,3079,0
50,4,8,30,41,Montana,Hill County,16096,0
50,4,8,30,43,Montana,Jefferson County,11406,0
50,4,8,30,45,Montana,Judith Basin County,2072,0
50,4,8,30,47,Montana,Lake County,28746,0
50,4,8,30,49,Montana,Lewis and Clark County,63395,0
50,4,8,30,51,Montana,Liberty County,2339,0
50,4,8,30,53,Montana,Lincoln County,19687,0
50,4,8,30,55,Montana,McCone County,1734,0
50,4,8,30,57,Montana,Madison County,7691,0
50,4,8,30,59,Montana,Meagher County,1891,0
50,4,8,30,61,Montana,Mineral County,4223,0
50,4,8,30,63,Montana,Missoula County,109299,0
50,4,8,30,65,Montana,Musselshell County,4538,0
50,4,8,30,67,Montana,Park County,15636,0
50,4,8,30,69,Montana,Petroleum County,494,0
50,4,8,30,71,Montana,Phillips County,4253,0
50,4,8,30,73,Montana,Pondera County,6153,0
50,4,8,30,75,Montana,Powder River County,1743,0
50,4,8,30,77,Montana,Powell County,7027,0
50,4,8,30,79,Montana,Prairie County,1179,0
50,4,8,30,81,Montana,Ravalli County,40212,0
50,4,8,30,83,Montana,Richland County,9746,0
50,4,8,30,85,Montana,Roosevelt County,10425,0
50,4,8,30,87,Montana,Rosebud County,9233,0
50,4,8,30,89,Montana,Sanders County,11413,0
50,4,8,30,91,Montana,Sheridan County,3384,0
50,4,8,30,93,Montana,Silver Bow County,34200,0
50,4,8,30,95,Montana,Stillwater County,9117,0
50,4,8,30,97,Montana,Sweet Grass County,3651,0
50,4,8,30,99,Montana,Teton County,6073,0
50,4,8,30,101,Montana,Toole County,5324,0
50,4,8,30,103,Montana,Treasure County,718,0
50,4,8,30,105,Montana,Valley County,7369,0
50,4,8,30,107,Montana,Wheatland County,2168,0
50,4,8,30,109,Montana,Wibaux County,1017,0
50,4,8,30,111,Montana,Yellowstone County,147972,0
40,2,4,31,0,Nebraska,Nebraska,1826341,0
50,2,4,31,1,Nebraska,Adams County,31364,0
50,2,4,31,3,Nebraska,Antelope County,6685,0
50,2,4,31,5,Nebraska,Arthur County,460,0
50,2,4,31,7,Nebraska,Banner County,690,0
50,2,4,31,9,Nebraska,Blaine County,478,0
50,2,4,31,11,Nebraska,Boone County,5505,0
50,2,4,31,13,Nebraska,Box Butte County,11308,0
50,2,4,31,15,Nebraska,Boyd County,2099,0
50,2,4,31,17,Nebraska,Brown County,3145,0
50,2,4,31,19,Nebraska,Buffalo County,46102,0
50,2,4,31,21,Nebraska,Burt County,6858,0
50,2,4,31,23,Nebraska,Butler County,8395,0
50,2,4,31,25,Nebraska,Cass County,25241,0
50,2,4,31,27,Nebraska,Cedar County,8852,0
50,2,4,31,29,Nebraska,Chase County,3966,0
50,2,4,31,31,Nebraska,Cherry County,5713,0
50,2,4,31,33,Nebraska,Cheyenne County,9998,0
50,2,4,31,35,Nebraska,Clay County,6542,0
50,2,4,31,37,Nebraska,Colfax County,10515,0
50,2,4,31,39,Nebraska,Cuming County,9139,0
50,2,4,31,41,Nebraska,Custer County,10939,0
50,2,4,31,43,Nebraska,Dakota County,21006,0
50,2,4,31,45,Nebraska,Dawes County,9182,0
50,2,4,31,47,Nebraska,Dawson County,24326,0
50,2,4,31,49,Nebraska,Deuel County,1941,0
50,2,4,31,51,Nebraska,Dixon County,6000,0
50,2,4,31,53,Nebraska,Dodge County,36691,0
50,2,4,31,55,Nebraska,Douglas County,517110,0
50,2,4,31,57,Nebraska,Dundy County,2008,0
50,2,4,31,59,Nebraska,Fillmore County,5890,0
50,2,4,31,61,Nebraska,Franklin County,3225,0
50,2,4,31,63,Nebraska,Frontier County,2756,0
50,2,4,31,65,Nebraska,Furnas County,4959,0
50,2,4,31,67,Nebraska,Gage County,22311,0
50,2,4,31,69,Nebraska,Garden County,2057,0
50,2,4,31,71,Nebraska,Garfield County,2049,0
50,2,4,31,73,Nebraska,Gosper County,2044,0
50,2,4,31,75,Nebraska,Grant County,614,0
50,2,4,31,77,Nebraska,Greeley County,2538,0
50,2,4,31,79,Nebraska,Hall County,58607,0
50,2,4,31,81,Nebraska,Hamilton County,9124,0
50,2,4,31,83,Nebraska,Harlan County,3423,0
50,2,4,31,85,Nebraska,Hayes County,967,0
50,2,4,31,87,Nebraska,Hitchcock County,2908,0
50,2,4,31,89,Nebraska,Holt County,10435,0
50,2,4,31,91,Nebraska,Hooker County,736,0
50,2,4,31,93,Nebraska,Howard County,6274,0
50,2,4,31,95,Nebraska,Jefferson County,7547,0
50,2,4,31,97,Nebraska,Johnson County,5217,0
50,2,4,31,99,Nebraska,Kearney County,6489,0
50,2,4,31,101,Nebraska,Keith County,8368,0
50,2,4,31,103,Nebraska,Keya Paha County,824,0
50,2,4,31,105,Nebraska,Kimball County,3821,0
50,2,4,31,107,Nebraska,Knox County,8701,0
50,2,4,31,109,Nebraska,Lancaster County,285407,0
50,2,4,31,111,Nebraska,Lincoln County,36288,0
50,2,4,31,113,Nebraska,Logan County,763,0
50,2,4,31,115,Nebraska,Loup County,632,0
50,2,4,31,117,Nebraska,McPherson County,539,0
50,2,4,31,119,Nebraska,Madison County,34876,0
50,2,4,31,121,Nebraska,Merrick County,7845,0
50,2,4,31,123,Nebraska,Morrill County,5042,0
50,2,4,31,125,Nebraska,Nance County,3735,0
50,2,4,31,127,Nebraska,Nemaha County,7248,0
50,2,4,31,129,Nebraska,Nuckolls County,4500,0
50,2,4,31,131,Nebraska,Otoe County,15740,0
50,2,4,31,133,Nebraska,Pawnee County,2773,0
50,2,4,31,135,Nebraska,Perkins County,2970,0
50,2,4,31,137,Nebraska,Phelps County,9188,0
50,2,4,31,139,Nebraska,Pierce County,7266,0
50,2,4,31,141,Nebraska,Platte County,32237,0
50,2,4,31,143,Nebraska,Polk County,5406,0
50,2,4,31,145,Nebraska,Red Willow County,11055,0
50,2,4,31,147,Nebraska,Richardson County,8363,0
50,2,4,31,149,Nebraska,Rock County,1526,0
50,2,4,31,151,Nebraska,Saline County,14200,0
50,2,4,31,153,Nebraska,Sarpy County,158840,0
50,2,4,31,155,Nebraska,Saunders County,20780,0
50,2,4,31,157,Nebraska,Scotts Bluff County,36970,0
50,2,4,31,159,Nebraska,Seward County,16750,0
50,2,4,31,161,Nebraska,Sheridan County,5469,0
50,2,4,31,163,Nebraska,Sherman County,3152,0
50,2,4,31,165,Nebraska,Sioux County,1311,0
50,2,4,31,167,Nebraska,Stanton County,6129,0
50,2,4,31,169,Nebraska,Thayer County,5228,0
50,2,4,31,171,Nebraska,Thomas County,647,0
50,2,4,31,173,Nebraska,Thurston County,6940,0
50,2,4,31,175,Nebraska,Valley County,4260,0
50,2,4,31,177,Nebraska,Washington County,20234,0
50,2,4,31,179,Nebraska,Wayne County,9595,0
50,2,4,31,181,Nebraska,Webster County,3812,0
50,2,4,31,183,Nebraska,Wheeler County,818,0
50,2,4,31,185,Nebraska,York County,13665,0
40,4,8,32,0,Nevada,Nevada,2700551,0
50,4,8,32,1,Nevada,Churchill County,24877,0
50,4,8,32,3,Nevada,Clark County,1951269,0
50,4,8,32,5,Nevada,Douglas County,46997,0
50,4,8,32,7,Nevada,Elko County,48818,0
50,4,8,32,9,Nevada,Esmeralda County,783,0
50,4,8,32,11,Nevada,Eureka County,1987,0
50,4,8,32,13,Nevada,Humboldt County,16528,0
50,4,8,32,15,Nevada,Lander County,5775,0
50,4,8,32,17,Nevada,Lincoln County,5345,0
50,4,8,32,19,Nevada,Lyon County,51980,0
50,4,8,32,21,Nevada,Mineral County,4772,0
50,4,8,32,23,Nevada,Nye County,43946,0
50,4,8,32,27,Nevada,Pershing County,6753,0
50,4,8,32,29,Nevada,Storey County,4010,0
50,4,8,32,31,Nevada,Washoe County,421407,0
50,4,8,32,33,Nevada,White Pine County,10030,0
50,4,8,32,510,Nevada,Carson City,55274,0
40,1,1,33,0,New Hampshire,New Hampshire,1316470,0
50,1,1,33,1,New Hampshire,Belknap County,60088,0
50,1,1,33,3,New Hampshire,Carroll County,47818,0
50,1,1,33,5,New Hampshire,Cheshire County,77117,0
50,1,1,33,7,New Hampshire,Coos County,33055,0
50,1,1,33,9,New Hampshire,Grafton County,89118,0
50,1,1,33,11,New Hampshire,Hillsborough County,400721,0
50,1,1,33,13,New Hampshire,Merrimack County,146445,0
50,1,1,33,15,New Hampshire,Rockingham County,295223,0
50,1,1,33,17,New Hampshire,Strafford County,123143,0
50,1,1,33,19,New Hampshire,Sullivan County,43742,0
40,1,2,34,0,New Jersey,New Jersey,8791894,0
50,1,2,34,1,New Jersey,Atlantic County,274549,1
50,1,2,34,3,New Jersey,Bergen County,905116,0
50,1,2,34,5,New Jersey,Burlington County,448734,1
50,1,2,34,7,New Jersey,Camden County,513657,1
50,1,2,34,9,New Jersey,Cape May County,97265,1
50,1,2,34,11,New Jersey,Cumberland County,156898,1
50,1,2,34,13,New Jersey,Essex County,783969,0
50,1,2,34,15,New Jersey,Gloucester County,288288,1
50,1,2,34,17,New Jersey,Hudson County,634266,0
50,1,2,34,19,New Jersey,Hunterdon County,128349,0
50,1,2,34,21,New Jersey,Mercer County,366513,1
50,1,2,34,23,New Jersey,Middlesex County,809858,0
50,1,2,34,25,New Jersey,Monmouth County,630380,0
50,1,2,34,27,New Jersey,Morris County,492276,0
50,1,2,34,29,New Jersey,Ocean County,576567,1
50,1,2,34,31,New Jersey,Passaic County,501226,0
50,1,2,34,33,New Jersey,Salem County,66083,1
50,1,2,34,35,New Jersey,Somerset County,323444,0
50,1,2,34,37,New Jersey,Sussex County,149265,0
50,1,2,34,39,New Jersey,Union County,536499,0
50,1,2,34,41,New Jersey,Warren County,108692,0
40,4,8,35,0,New Mexico,New Mexico,2059179,0
50,4,8,35,1,New Mexico,Bernalillo County,662564,0
50,4,8,35,3,New Mexico,Catron County,3725,0
50,4,8,35,5,New Mexico,Chaves County,65645,0
50,4,8,35,6,New Mexico,Cibola County,27213,0
50,4,8,35,7,New Mexico,Colfax County,13750,0
50,4,8,35,9,New Mexico,Curry County,48376,0
50,4,8,35,11,New Mexico,De Baca County,2022,0
50,4,8,35,13,New Mexico,Doña Ana County,209233,0
50,4,8,35,15,New Mexico,Eddy County,53829,0
50,4,8,35,17,New Mexico,Grant County,29514,0
50,4,8,35,19,New Mexico,Guadalupe County,4687,0
50,4,8,35,21,New Mexico,Harding County,695,0
50,4,8,35,23,New Mexico,Hidalgo County,4894,0
50,4,8,35,25,New Mexico,Lea County,64727,0
50,4,8,35,27,New Mexico,Lincoln County,20497,0
50,4,8,35,28,New Mexico,Los Alamos County,17950,0
50,4,8,35,29,New Mexico,Luna County,25095,0
50,4,8,35,31,New Mexico,McKinley County,71492,0
50,4,8,35,33,New Mexico,Mora County,4881,0
50,4,8,35,35,New Mexico,Otero County,63797,0
50,4,8,35,37,New Mexico,Quay County,9041,0
50,4,8,35,39,New Mexico,Rio Arriba County,40246,0
50,4,8,35,41,New Mexico,Roosevelt County,19846,0
50,4,8,35,43,New Mexico,Sandoval County,131561,0
50,4,8,35,45,New Mexico,San Juan County,130044,0
50,4,8,35,47,New Mexico,San Miguel County,29393,0
50,4,8,35,49,New Mexico,Santa Fe County,144170,0
50,4,8,35,51,New Mexico,Sierra County,11988,0
50,4,8,35,53,New Mexico,Socorro County,17866,0
50,4,8,35,55,New Mexico,Taos County,32937,0
50,4,8,35,57,New Mexico,Torrance County,16383,0
50,4,8,35,59,New Mexico,Union County,4549,0
50,4,8,35,61,New Mexico,Valencia County,76569,0
40,1,2,36,0,New York,New York,19378102,0
50,1,2,36,1,New York,Albany County,304204,0
50,1,2,36,3,New York,Allegany County,48946,0
50,1,2,36,5,New York,Bronx County,1385108,0
50,1,2,36,7,New York,Broome County,200600,0
50,1,2,36,9,New York,Cattaraugus County,80317,0
50,1,2,36,11,New York,Cayuga County,80026,0
50,1,2,36,13,New York,Chautauqua County,134905,0
50,1,2,36,15,New York,Chemung County,88830,0
50,1,2,36,17,New York,Chenango County,50477,0
50,1,2,36,19,New York,Clinton County,82128,0
50,1,2,36,21,New York,Columbia County,63096,0
50,1,2,36,23,New York,Cortland County,49336,0
50,1,2,36,25,New York,Delaware County,47980,0
50,1,2,36,27,New York,Dutchess County,297488,0
